vibration__latest_value,vibration__rolling_mean,vibration__rolling_std,vibration__value_min,vibration__value_max,vibration__trend_slope,vibration__max_z_score,vibration__mean_z_score,temperature__latest_value,temperature__rolling_mean,temperature__rolling_std,temperature__value_min,temperature__value_max,temperature__trend_slope,temperature__max_z_score,temperature__mean_z_score,pressure__latest_value,pressure__rolling_mean,pressure__rolling_std,pressure__value_min,pressure__value_max,pressure__trend_slope,pressure__max_z_score,pressure__mean_z_score,RPM__latest_value,RPM__rolling_mean,RPM__rolling_std,RPM__value_min,RPM__value_max,RPM__trend_slope,RPM__max_z_score,RPM__mean_z_score,hours_since_service,overdue_flag,service_interval_ratio,criticality_encoded,failure_label
1.160982175519587,1.6410417522485719,0.13697259974100373,1.3670965527665644,1.9149869517305793,0.0022631201499006045,0.3547259788841313,0.5354601525020365,75.37866807236033,69.748849880805,1.9131591248829616,65.92253163103908,73.57516813057092,0.004011663889422329,0.7605653054050645,0.19773817493812323,175.74826451012885,187.49858854701802,4.957397425600899,177.5837936958162,197.41338339821982,-0.0020012114146594276,0.20284298117707844,0.06611065145542974,2294.5420210019583,2110.4468195410363,50.17075336226113,2010.105312816514,2210.7883262655587,0.0028828056025449727,1.0027697722017326,0.5006311241629912,48.52048246767799,0,0.17607225772517487,0.67,0
1.486292466400515,1.6260291729240026,0.10526131114894473,1.415506550626113,1.8365517952218922,0.0007045543919347359,0.462400504479374,0.08138057621014487,74.15876131508796,77.62701494780131,1.9255694107270092,73.7758761263473,81.47815376925533,0.002116616907575619,0.045786323902548276,0.02486965771176411,176.27862645062964,175.96584618452442,5.534856128282549,164.89613392795934,187.0355584410895,-0.0021203829668348943,1.2969545594415748,0.2730296076374684,2186.825026353698,2364.2184438776767,56.578923928183976,2251.060596021309,2477.3762917340446,0.0001238887324838061,1.1247543350766072,0.6407300679443819,93.59579452708395,0,0.19775502139386086,0.67,0
1.078190359010311,1.4809327318370031,0.12373461624929452,1.2334634993384141,1.7284019643355921,-0.0005030083757809349,0.39549541960464424,0.19032413438344212,74.60686193156661,78.52604281811142,2.0568257654879747,74.41239128713548,82.63969434908736,0.00048520313622244605,0.8315770587472648,0.4784180620686786,182.52326720267055,176.85766210447636,5.682110045588883,165.4934420132986,188.22188219565413,-0.0056758006484291254,0.5009345345166688,0.25393144382385413,2184.45804258625,2112.5561494028334,57.75039419325795,1997.0553610163174,2228.0569377893494,0.006315140349084516,0.9922395306214764,0.5105266134014012,310.22396638354843,0,0.7168642550895706,0.33,0
1.3356339100335077,1.4818674574321942,0.1394038678249935,1.2030597217822072,1.7606751930821811,-0.006527562187914858,0.2879764013409727,0.11310732509828518,72.8745994489442,69.26925890731935,1.3238477212667883,66.62156346478578,71.91695434985293,-0.005677220971685616,0.9536345015512786,0.45222416706797425,176.61097362126364,194.99215572180233,4.008651953241422,186.97485181531948,203.00945962828519,-0.004730200091257766,0.4828194763291809,0.11149630289704061,2308.1737426850073,2181.3881331149396,55.82702380543411,2069.7340855040716,2293.0421807258076,-0.0014084416039456483,0.326324145021537,0.08918515435024367,129.29849374501666,0,0.25406914489543464,0.67,0
1.4843618527025317,1.656738388749532,0.09698998054458803,1.4627584276603558,1.850718349838708,-0.0015233391687782803,0.974686091268937,0.27678751268061985,76.24100179819833,69.74557375264986,1.2618795704369326,67.221814611776,72.26933289352372,-0.002868515721463258,0.7335260705198914,0.3808265983260337,184.67335079050267,185.1615190055991,4.83662530404451,175.48826839751007,194.83476961368814,0.009350693464106526,0.10456161970344174,0.056875308983844415,2175.0399000862035,2332.861336410185,53.47726083306408,2225.9068147440566,2439.815858076313,0.0038783764980784463,0.006722539988293252,0.0026923308170733943,84.01125356308832,0,0.17432090299121236,0.67,0
1.3812883988433629,1.4161756581484148,0.16433393472355945,1.0875077887012958,1.7448435275955338,0.002592564168013277,1.213201659203182,0.17842473559459335,75.82184198776355,71.24984873041973,1.9347768663890599,67.38029499764161,75.11940246319784,0.002145034240081939,0.9719464573581137,0.5093965335267611,181.81821342261307,197.28039668011021,5.131342267146833,187.01771214581655,207.54308121440388,-0.004390675365363219,1.0957502518374034,0.5365573561195877,2291.0290134132483,2242.4495430366424,44.56737046632331,2153.3148021039956,2331.584283969289,-0.0006948636577755337,0.39756529306701394,0.1406479614310348,73.72799576750838,0,0.3562324703343067,0.67,0
1.6291835122649767,1.4349786432432212,0.16754230023210367,1.0998940427790138,1.7700632437074286,-0.002397297054752292,1.3824213349206669,0.74549672947165,72.94386437507178,71.578158828522,1.4972326679469918,68.58369349262803,74.57262416441598,-0.012768155078242992,0.4189965277955109,0.19688865413019938,182.1186983842067,168.06531231969734,3.3918028856697227,161.2817065483579,174.84891809103678,0.0044381148169019835,0.681755401473903,0.1900907318020802,2191.966757581264,2055.8479101982816,51.17413263272108,1953.4996449328394,2158.1961754637236,0.0013990592715117766,1.343152651134159,0.30962008021343235,209.98541125742213,0,0.36712492298052485,0.67,0
1.3934911415069235,1.5309073280671401,0.09721960937168506,1.33646810932377,1.7253465468105103,-0.0021391710785893625,0.3961655852686137,0.2986261759735211,79.00589416815257,69.21344514237286,1.5717861904981696,66.06987276137653,72.3570175233692,0.005218884782008776,0.45240534944574684,0.10499862939566239,180.38514010422935,191.408020891635,4.299889976716913,182.80824093820118,200.00780084506883,0.0012317397647424939,0.2330555339052482,0.08524082309132001,2164.590691932021,2273.675995380953,30.216477321132263,2213.2430407386883,2334.1089500232174,0.006064919642746853,0.5191928101073818,0.11275045939369252,396.1196476172637,0,0.8120687850539353,0.33,0
1.581919011205886,1.4459474448236431,0.1044828238871942,1.2369817970492547,1.6549130925980315,-0.005158491598841658,0.27479639282930807,0.47557235990954966,76.00868834925865,77.08353968442289,1.4121049629260254,74.25932975857084,79.90774961027493,0.008949682431531414,0.26596572814156366,0.07209824111124637,175.23938128925985,193.7043600856982,4.035668480034198,185.6330231256298,201.7756970457666,-0.008711846131256248,0.7890081054128912,0.34859679222373263,2140.2091781547965,2196.6108769445796,35.49838720678948,2125.6141025310008,2267.6076513581584,-0.008832822537601245,1.1300250356888013,0.2721647667029479,190.34569425516972,0,0.6909611279415606,0.33,0
3.8448595338140614,3.8327142732022295,0.23445285562547213,3.363808561951285,4.301619984453174,0.13143867792687614,4.4337417000594534,0.8471757450894918,79.74134743315403,78.0532218750266,2.51428442805634,73.02465301891391,83.08179073113928,0.02327392449696194,0.5488220835453981,0.26334587856521813,178.82832544478967,170.9991470717223,2.669269488670733,165.66060809438082,176.33768604906376,0.0021292182931491456,0.8820006951444426,0.3009749364293567,2220.9102877943988,2338.5676552655045,52.4541915624479,2233.6592721406087,2443.4760383904004,0.005506614788678811,0.89784448982664,0.3283026084086698,745.369615406559,1,1.903447972342498,1.0,1
